academy_name,address,phone,status,category,source_name,source_url,checked_date,memo
리즈잉글리쉬아카데미제2학원,"울산광역시 남구 문수로352번길 9 , 2층 (옥동,다산가든)",052-266-0130,,외국어,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 실용외국어(유아/초·중·고)
과목: 중급1 / 중급2 / 중급3 / 고급1 / 고급2 / 고급3
총정원: 42 / 40
학습일수: 1개월0일
학습시간: 1955 / 1694 / 1564 / 1607
교습비: 340,000원 / 380,000원 / 350,000원 / 330,000원
차량비: 0원
기타경비: 0원
총교습비: 340,000원 / 380,000원 / 350,000원 / 330,000원
강사수: 11"
매스탑수학전문학원,"울산광역시 남구 문수로335번길 6 , 5층 502호 (옥동)",052-256-9096,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 고등H / 초등 / 중등A / 중등B / 중등C / 고등A / 고등B / 고등C / 고등D / 고등E / 고등F / 고등G
총정원: 5 / 39 / 29 / 35 / 10
학습일수: 1개월0일
학습시간: 1433 / 1564 / 1738 / 1173 / 1303 / 1955 / 869 / 651 / 1642
교습비: 330,000원 / 220,000원 / 270,000원 / 300,000원 / 350,000원 / 360,000원 / 450,000원 / 200,000원 / 150,000원 / 380,000원
차량비: 0원
기타경비: 0원
총교습비: 330,000원 / 220,000원 / 270,000원 / 300,000원 / 350,000원 / 360,000원 / 450,000원 / 200,000원 / 150,000원 / 380,000원
강사수: 3"
매쓰로드창의센터학원,"울산광역시 남구 문수로 367 , 3층 (옥동)",,,기타(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 기타(소)
과목: 중ㆍ고급 생커수&요리수 / 중ㆍ고급 플팩 / 중ㆍ고급 생커수 / 중ㆍ고급 요리수 / 중ㆍ고급 보드게임 / 중ㆍ고급 플팩&요리수 / 중ㆍ고급 맥클링&요리수
총정원: 10 / 22 / 21 / 11
학습일수: 1개월0일
학습시간: 790 / 634 / 530
교습비: 150,000원 / 120,000원 / 100,000원
차량비: 0원
기타경비: 0원
총교습비: 150,000원 / 120,000원 / 100,000원 / 140,000원
강사수: 2"
매쓰캐슬수학학원,"울산광역시 남구 대공원입구로21번길 46 , 2층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등수학 / 고등수학
총정원: 39
학습일수: 1개월0일
학습시간: 1955
교습비: 400,000원
차량비: 0원
기타경비: 0원
총교습비: 400,000원
강사수: 1"
메사입시단과학원,"울산광역시 남구 대공원입구로21번길 32 , (3층) (옥동)",052-716-1004,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 고1과학(물,화,생,지) / 고2과학(물,화,생,지) / 고3 과학 / 고1(물,화) / 과학특강
총정원: 90 / 80 / 10
학습일수: 1개월0일
학습시간: 1303 / 1694 / 1564 / 360
교습비: 280,000원 / 350,000원 / 320,000원 / 50,000원
차량비: 0원
기타경비: 0원
총교습비: 280,000원 / 350,000원 / 320,000원 / 50,000원
강사수: 2"
메인영어2관학원,"울산광역시 남구 문수로 322 , 3층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 중2영어 / 중1영어 / 초등영어 / 초등파닉스영어 / 고3영어 / 고2영어 / 고1영어 / 중3영어 / 영어특강(중) / 고등방학특강1 / 고등방학특강2 / 고등방학특강3 / 고등방학특강4 / 고등방학특강5 / 중등방학특강1 / 중등방학특강2 / 중등방학특강3 / 중등방학특강4 / 중등방학특강5 / 초등방학특강1 / 초등방학특강2
총정원: 16
학습일수: 1개월0일 / 2개월0일
학습시간: 2346 / 1955 / 1629 / 1080 / 960 / 900 / 500 / 720 / 810 / 1440 / 1040 / 1400 / 990
교습비: 330,000원 / 360,000원 / 300,000원 / 250,000원 / 200,000원 / 100,000원 / 160,000원 / 290,000원 / 140,000원
차량비: 0원
기타경비: 0원
총교습비: 330,000원 / 360,000원 / 300,000원 / 250,000원 / 200,000원 / 100,000원 / 160,000원 / 290,000원 / 140,000원
강사수: 8"
메인영어전문학원,"울산광역시 남구 문수로 323 , 2층 (옥동)",052-988-8171,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등파닉스 / 초등 / 중등 / 고등12 / 고등3 / 영어특강(중) / 고등방학특강1(영어) / 고등방학특강2(영어) / 고등방학특강3(영어) / 고등방학특강4(영어) / 외고반 영어
총정원: 31 / 15
학습일수: 1개월0일
학습시간: 2824 / 2346 / 1564 / 1629 / 1080 / 900 / 500 / 720 / 1738
교습비: 330,000원 / 360,000원 / 300,000원 / 250,000원 / 200,000원 / 100,000원 / 160,000원 / 390,000원
차량비: 0원
기타경비: 0원
총교습비: 330,000원 / 360,000원 / 300,000원 / 250,000원 / 200,000원 / 100,000원 / 160,000원 / 390,000원
강사수: 5"
메티스스터디학원,울산광역시 남구 문수로321번길 5 (옥동) 2층,052-298-3207,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 영어(초등) / 영어(중등) / 영어(고등) / 영어(특강 중등) / 영어(특강 고등)
총정원: 22 / 23
학습일수: 1개월0일
학습시간: 1564 / 1824 / 1042
교습비: 250,000원 / 330,000원 / 380,000원 / 210,000원 / 240,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 330,000원 / 380,000원 / 210,000원 / 240,000원
강사수: 2"
멕스퍼수학과학단과학원,"울산광역시 남구 문수로 325-1 , 4층 (옥동)",052-265-3933,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등수학 / 중등수학 / 고등수학1 / 고등수학2 / 고등수학3 / 고등수학4 / 중등과학 / 고등과학
총정원: 28 / 10
학습일수: 1개월0일
학습시간: 1564 / 1042 / 1759 / 869
교습비: 250,000원 / 300,000원 / 200,000원 / 350,000원 / 400,000원 / 170,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 300,000원 / 400,000원 / 200,000원 / 170,000원 / 350,000원
강사수: 2"
멕슨학원,"울산광역시 남구 문수로 322 , 동은빌딩 7층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 수학(초등) / 수학(중등) / 수학(중등특강) / 수학(고등) / 수학(과학고) / 초등1 / 초등2 / 중등1 / 중등2 / 중등3 / 중등4 / 중등5 / 고등1 / 고등2 / 고등3 / 고등4 / 고등선택과목 / 초등과정A / 중등과정A / 초등과정B / 고등과정A / 중등과정B / 중등과정C / 고등과정B / 고등과정C / 고등과정D
총정원: 16 / 17 / 7 / 1
학습일수: 1개월0일
학습시간: 1912 / 1785 / 1360 / 1700 / 1062 / 1402 / 2082 / 840 / 1050 / 1680 / 2100 / 3187 / 1303 / 1564 / 2085 / 1042 / 1824 / 651 / 1433 / 1390 / 1694
교습비: 300,000원 / 280,000원 / 216,000원 / 270,000원 / 330,000원 / 200,000원 / 252,000원 / 405,000원 / 160,000원 / 380,000원 / 360,000원 / 450,000원 / 600,000원 / 210,000원 / 250,000원 / 260,000원 / 420,000원 / 240,000원 / 150,000원 / 350,000원
차량비: 0원
기타경비: 0원
총교습비: 300,000원 / 280,000원 / 216,000원 / 270,000원 / 330,000원 / 200,000원 / 252,000원 / 405,000원 / 160,000원 / 380,000원 / 360,000원 / 450,000원 / 600,000원 / 210,000원 / 250,000원 / 260,000원 / 420,000원 / 240,000원 / 150,000원 / 350,000원
강사수: 3"
멘사씨투엠사고력학원,"울산광역시 남구 대공원입구로21번길 34 , 2층 (옥동)",,,기타(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 기타(소)
과목: 유아 초급 / 초등 초급
총정원: 39 / 44 / 40
학습일수: 1개월0일
학습시간: 651 / 1086 / 782 / 1303 / 2172 / 1564 / 2607
교습비: 95,000원 / 180,000원 / 130,000원 / 210,000원 / 360,000원 / 270,000원 / 450,000원
차량비: 0원
기타경비: 0원
총교습비: 95,000원 / 180,000원 / 130,000원 / 210,000원 / 360,000원 / 270,000원 / 450,000원
강사수: 5"
명법입시단과학원,"울산광역시 남구 문수로369번길 59 , 상가 31동 3층 301호 (옥동,도성타운아파트)",052-274-9240,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 수학 / 영어 / 국어(초등) / 국어 / 사회 / 과학 / 사회(초등) / 과학(초등) / 국어(고등) / 과학(고등) / 사회(고등) / 초등수학8 / 초등영어8
총정원: 5 / 16
학습일수: 1개월0일
학습시간: 1105 / 1020 / 255 / 1147 / 382 / 403 / 1042
교습비: 170,000원 / 160,000원 / 40,000원 / 200,000원 / 70,000원 / 250,000원 / 90,000원
차량비: 0원
기타경비: 0원
총교습비: 170,000원 / 160,000원 / 40,000원 / 200,000원 / 70,000원 / 250,000원 / 90,000원
강사수: 4"
명인수학학원고등관학원,울산광역시 남구 문수로 344 (옥동),,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등A / 초등B / 중등A / 중등B / 고등A / 고등B / 고등C
총정원: 27 / 26
학습일수: 1개월0일
학습시간: 1658 / 595 / 1530 / 510 / 1403 / 1594 / 1785
교습비: 250,000원 / 95,000원 / 280,000원 / 300,000원 / 350,000원 / 400,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 95,000원 / 280,000원 / 300,000원 / 350,000원 / 400,000원
강사수: 5"
모든수학교습소,울산광역시 남구 법대로95번길 22 (옥동) 301호,,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 초등수학 / 중등수학 / 고등수학
총정원: 5
학습일수: 1
학습시간: 1212 / 1238 / 1564
차량비: 0원
기타경비: 0원"
문죽한문교습소,울산광역시 남구 거마로5번길 27 (옥동),,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 초등 / 중등
총정원: 14 / 13
학습일수: 1
학습시간: 637
교습비: 90,000원 / 120,000원
차량비: 0원
기타경비: 0원
총교습비: 90,000원 / 120,000원"
뮤즈잉글리쉬학원,울산광역시 남구 대공원입구로21번길 44 (옥동)3층,,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중1영어 / 중2영어 / 중3영어 / 고1영어 / 고2영어 / 고3영어 / 초등영어
총정원: 10
학습일수: 1개월0일
학습시간: 1303 / 1459
교습비: 250,000원 / 300,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 300,000원
강사수: 1"
뮤즈피아노학원,"울산광역시 남구 문수로335번길 51 , 성도아파트 상가 307호 (옥동,성도아파트)",052-266-7117,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 음악
과목: 초급 피아노 / 중급 피아노 / 고급 피아노
총정원: 32 / 31
학습일수: 1개월0일
학습시간: 1303
교습비: 140,000원 / 150,000원 / 160,000원
차량비: 0원
기타경비: 0원
총교습비: 140,000원 / 150,000원 / 160,000원
강사수: 1"
미래수학학원,"울산광역시 남구 거마로5번길 7 , 3층 (옥동,이귀동무용학원)",052-276-2444,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등수학 / 고등수학1 / 고등수학2 / 고등수학3
총정원: 15
학습일수: 1개월0일
학습시간: 2172 / 2607 / 3128 / 1564
교습비: 430,000원 / 530,000원 / 580,000원 / 300,000원
차량비: 0원
기타경비: 0원
총교습비: 430,000원 / 530,000원 / 580,000원 / 300,000원
강사수: 5"
미래인재수학과학학원,"울산광역시 남구 문수로 323 , 3층 (옥동)",052-951-5050,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 과고반(수학)-고등 / 과고준비반-고등 / 과고반(과학)-고등 / 중등심화-중등 / 중등수학기본 / 중등수학심화 / 고등과학 / 고등수학기본 / 고등수학심화 / 청운고2특강(고등) / 청운고1특강(고등) / 공통수학1특강(고등) / 공통수학2특강(고등) / 울산과고19기특강(고등) / 울산과고19기생명(고등) / 중등기본 / 중등심화 / 고등기본 / 고등심화 / 울산외고 / 일반고 / 중등과학 / 미적분특강 / 과대비수학(고등)
총정원: 40 / 80 / 30
학습일수: 1개월0일
학습시간: 1738 / 2607 / 1564 / 1955 / 1303 / 6517 / 3128 / 2346 / 782 / 1824 / 955 / 4345
교습비: 400,000원 / 600,000원 / 250,000원 / 350,000원 / 300,000원 / 1,500,000원 / 650,000원 / 500,000원 / 120,000원 / 450,000원 / 180,000원 / 220,000원 / 1,000,000원 / 700,000원
차량비: 0원
기타경비: 0원
총교습비: 400,000원 / 600,000원 / 250,000원 / 350,000원 / 300,000원 / 1,500,000원 / 650,000원 / 500,000원 / 120,000원 / 450,000원 / 180,000원 / 220,000원 / 1,000,000원 / 700,000원
강사수: 6"
미래인재수학학원,울산광역시 남구 문수로 348 (옥동)5층,,,보통교과 / 진학지도,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습 / 진학상담지도
과목: 과고반(수학)-고등 / 과고준비반-고등 / 중등심화-중등 / 중등수학기본 / 중등수학심화 / 고등수학기본 / 고등수학심화 / 청운고2특강(고등) / 청운고1특강(고등) / 공통수학1특강(고등) / 공통수학2특강(고등) / 울산과고19기특강(고등) / 중등기본 / 중등심화 / 고등기본 / 고등심화 / 울산외고 / 일반고 / 미적분특강 / 과대비수학(고등) / 자소서반 / 컨설팅
총정원: 40 / 80 / 30
학습일수: 1개월0일
학습시간: 1738 / 2607 / 1955 / 1303 / 6517 / 3128 / 2346 / 1824 / 4345 / 1564
교습비: 400,000원 / 600,000원 / 350,000원 / 250,000원 / 300,000원 / 1,500,000원 / 650,000원 / 500,000원 / 450,000원 / 1,000,000원 / 700,000원
차량비: 0원
기타경비: 0원
총교습비: 400,000원 / 600,000원 / 350,000원 / 250,000원 / 300,000원 / 1,500,000원 / 650,000원 / 500,000원 / 450,000원 / 1,000,000원 / 700,000원
강사수: 6"
미술아놀자미술교습소,"울산광역시 남구 대공원입구로9번길 24-3 , 1층 일부 (옥동)",,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 미술
과목: 초급 / 중급 / 고급 / 고급2
총정원: 9 / 8
학습일수: 1
학습시간: 1275 / 765 / 510 / 1020
교습비: 140,000원 / 110,000원 / 90,000원 / 130,000원
차량비: 0원
기타경비: 재료비 10,000원 / 20,000원 / 25,000원 / 기타경비 10,000원 / 20,000원 / 25,000원
총교습비: 140,000원 / 110,000원 / 90,000원 / 130,000원"
미스타비잉글리쉬학원,"울산광역시 남구 대공원입구로21번길 30 , 3층 (옥동)",,,외국어,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 실용외국어(유아/초·중·고)
과목: 영어고급A / 영어고급B / 영어고급C / 영어고급D / 영어고급E / 오리엔테이션 / 고급오리엔테이션A / 고급오리엔테이션B / 고급오리엔테이션C / 고급A1 / 고급B1 / 고급C1
총정원: 36 / 10
학습일수: 1개월0일 / 0개월1일
학습시간: 1368 / 1824 / 1216 / 1042 / 955 / 60 / 95 / 150 / 50 / 1442 / 1911 / 1459
교습비: 290,000원 / 385,000원 / 25,000원 / 220,000원 / 200,000원 / 10,000원 / 20,000원 / 30,000원 / 315,000원 / 420,000원 / 320,000원
차량비: 0원
기타경비: 0원
총교습비: 290,000원 / 385,000원 / 25,000원 / 220,000원 / 200,000원 / 10,000원 / 20,000원 / 30,000원 / 315,000원 / 420,000원 / 320,000원
강사수: 4"
바론음악학원,"울산광역시 남구 대공원로115번길 24 , 2층 (옥동)",,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 음악
과목: 초급 / 중급 / 고급
총정원: 15
학습일수: 1개월0일
학습시간: 1107 / 1303 / 1412 / 1042 / 608
교습비: 120,000원 / 140,000원 / 150,000원 / 130,000원 / 160,000원 / 80,000원
차량비: 0원
기타경비: 0원
총교습비: 120,000원 / 140,000원 / 150,000원 / 130,000원 / 160,000원 / 80,000원
강사수: 3"
바른학원,울산광역시 남구 거마로5번길 2-1 (옥동),052-260-0161,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등수학 / 고등수학A / 고등수학B / 고등수학C / 중등영어 / 고등영어
총정원: 20 / 40
학습일수: 1개월0일
학습시간: 1564 / 1738 / 1042
교습비: 270,000원 / 330,000원 / 400,000원 / 220,000원
차량비: 0원
기타경비: 0원
총교습비: 270,000원 / 330,000원 / 400,000원 / 220,000원
강사수: 2"
박민제엔씨에스(NCS)학원,"울산광역시 남구 문수로 353 , 3층 (옥동)",,,인문사회(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 성인고시
과목: NCS / 직업기초능력
총정원: 50 / 67
학습일수: 1개월0일
학습시간: 1564
교습비: 360,000원
차량비: 0원
기타경비: 0원
총교습비: 360,000원
강사수: 1"
박선생수학교습소,"울산광역시 남구 대공원입구로21번길 56 , 1층 일부(서쪽) (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 수학(중등) / 수학(고등)
총정원: 13 / 12
학습일수: 1
학습시간: 1105 / 1190
교습비: 200,000원 / 250,000원
차량비: 0원
기타경비: 0원
총교습비: 200,000원 / 250,000원"
배병규수학학원,"울산광역시 남구 대공원입구로9번길 24-11 , (2층) (옥동)",052-227-0960,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 중등수학 1 / 중등수학2 / 고등수학1 / 고등수학2
총정원: 22 / 24
학습일수: 1개월0일
학습시간: 1564 / 2085
교습비: 330,000원 / 440,000원 / 360,000원 / 480,000원
차량비: 0원
기타경비: 0원
총교습비: 350,000원 / 360,000원 / 480,000원
강사수: 3"
버클리영어학원,"울산광역시 남구 법대로95번길 8 , (3층) (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 영어1 / 영어2
총정원: 29
학습일수: 1개월0일
학습시간: 2295 / 2167
교습비: 350,000원
차량비: 0원
기타경비: 0원
총교습비: 350,000원
강사수: 1"
베러어학원,"울산광역시 남구 대공원입구로21번길 32 , 1층 (옥동)",,,외국어,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 실용외국어(유아/초·중·고)
과목: GOOD A(고급) / GOOD B(고급) / BETTER A(고급) / BETTER B(고급) / BETTER C(고급) / BEST A(고급) / BEST B(고급) / BEST-B(고급) / 베러지니어스(고급) / 고등일반(고급) / 고등주말(고급) / 고급(방학단어특강) / 고급영어특강
총정원: 8 / 9 / 5 / 4
학습일수: 1개월0일 / 0개월0일 / 0개월1일
학습시간: 2040 / 2295 / 2125 / 3060 / 2210 / 2465 / 2677 / 1738 / 1273 / 300 / 60
교습비: 400,000원 / 430,000원 / 450,000원 / 500,000원 / 490,000원 / 370,000원 / 270,000원 / 20,000원 / 10,000원
차량비: 0원
기타경비: 0원
총교습비: 400,000원 / 430,000원 / 450,000원 / 500,000원 / 490,000원 / 370,000원 / 270,000원 / 20,000원 / 10,000원
강사수: 4"
벨라피아노학원,"울산광역시 남구 대공원로 95 , (2층) (옥동,좋은갈비)",052-274-0418,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 음악
과목: 초급A / 초급B / 중급A / 중급B / 중급C / 중급D / 고급A / 고급B / 고급C / 고급D / 입시A / 입시B / 입시C / 입시D
총정원: 6 / 7
학습일수: 1개월0일
학습시간: 1275 / 2125 / 2550 / 3825
교습비: 110,000원 / 100,000원 / 120,000원 / 130,000원 / 140,000원 / 150,000원 / 200,000원 / 300,000원 / 400,000원 / 600,000원
차량비: 0원
기타경비: 0원
총교습비: 110,000원 / 100,000원 / 120,000원 / 130,000원 / 140,000원 / 150,000원 / 200,000원 / 300,000원 / 400,000원 / 600,000원
강사수: 1"
별하수학학원,"울산광역시 남구 문수로333번길 10-1 , 2층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등수학 / 고등수학 / 특강(중등수학) / 특강(고등수학) / 고등수학2
총정원: 19
학습일수: 1개월0일
학습시간: 1738 / 1955 / 1564 / 1303 / 651
교습비: 350,000원 / 400,000원 / 300,000원 / 150,000원
차량비: 0원
기타경비: 0원
총교습비: 350,000원 / 400,000원 / 300,000원 / 150,000원
강사수: 1"
보레미파솔피아노음악교습소,울산광역시 남구 대공원로99번길 9 (옥동),,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 음악
과목: 초급 / 중급1 / 중급2 / 고급1 / 고급2 / 입시
총정원: 4
학습일수: 1
학습시간: 1303 / 1042 / 1325 / 1186
차량비: 0원
기타경비: 0원"
보스턴프렙어학원,"울산광역시 남구 대공원입구로21번길 13 , 2층 (옥동)",052-260-0054,,외국어,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 실용외국어(유아/초·중·고)
과목: 고급1 / 고급2 / 고급3 / 고급4
총정원: 48
학습일수: 1개월0일
학습시간: 1738 / 1759 / 1824
교습비: 380,000원 / 400,000원
차량비: 0원
기타경비: 0원
총교습비: 380,000원 / 400,000원
강사수: 6"
복쌤국어정쌤과학학원,"울산광역시 남구 문수로321번길 5 , 3층 (옥동)",052-272-3954,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등국어 / 고등국어 / 중등과학 / 고등과학
총정원: 47 / 46
학습일수: 1개월0일
학습시간: 1564
교습비: 240,000원 / 280,000원
차량비: 0원
기타경비: 0원
총교습비: 240,000원 / 280,000원
강사수: 1"
본수학과학전문학원,"울산광역시 남구 법대로95번길 10-1 , (4층) (옥동)",052-256-2448,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등부1 / 초등부2 / 중등부1 / 중등부2 / 중등부3 / 중등부4 / 고등부1 / 고등부2 / 고등부3 / 고등부4
총정원: 44
학습일수: 1개월0일
학습시간: 637 / 1147 / 531 / 807 / 1062 / 1317 / 467 / 935 / 1402 / 1870
교습비: 100,000원 / 180,000원 / 150,000원 / 200,000원 / 250,000원 / 300,000원 / 400,000원
차량비: 0원
기타경비: 0원
총교습비: 100,000원 / 180,000원 / 150,000원 / 200,000원 / 250,000원 / 300,000원 / 400,000원
강사수: 4"
비케이수학학원,"울산광역시 남구 문수로 325-1 , 2층 (옥동)",052-266-2824,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 초등영재 / 초등일반 / 초등경시 / 중등특목 / 중등일반 / 고등이과 / 고등문과 / 고등수능
총정원: 38 / 37
학습일수: 1개월0일
학습시간: 1824 / 1564 / 2172 / 1173 / 2085
교습비: 300,000원 / 260,000원 / 350,000원 / 370,000원 / 310,000원 / 360,000원 / 270,000원 / 470,000원
차량비: 0원
기타경비: 0원
총교습비: 300,000원 / 260,000원 / 350,000원 / 370,000원 / 310,000원 / 360,000원 / 270,000원 / 470,000원
강사수: 4"
사이언스랩(Science Lab)과학교습소,"울산광역시 남구 대공원입구로21번길 56 , 1층일부 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 초등 / 중등
총정원: 17 / 9
학습일수: 1
학습시간: 1564 / 1042 / 869
교습비: 180,000원 / 200,000원 / 150,000원
차량비: 0원
기타경비: 0원
총교습비: 180,000원 / 200,000원 / 150,000원"
삼명수학학원,"울산광역시 남구 문수로335번길 6 , 201호, 202호 (옥동)",052-269-6928,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 고등수학(방학특강) / 고등수학A / 고등수학B / 중등수학 / 초등수학
총정원: 44 / 10
학습일수: 1개월0일
학습시간: 1564 / 1694 / 2389 / 1824
교습비: 300,000원 / 400,000원 / 550,000원 / 350,000원 / 310,000원
차량비: 0원
기타경비: 0원
총교습비: 300,000원 / 400,000원 / 550,000원 / 350,000원 / 310,000원
강사수: 4"
상록학원,"울산광역시 남구 법대로95번길 8 , (2층) (옥동)",052-275-0391,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 초등1 / 초등2 / 중등1 / 중등2 / 중등(영어) / 고등(영어) / 고등(수학)
총정원: 10 / 15
학습일수: 1개월0일
학습시간: 1173 / 637 / 297 / 1913 / 1147 / 1564
교습비: 180,000원 / 50,000원 / 200,000원 / 150,000원 / 250,000원
차량비: 0원
기타경비: 0원
총교습비: 180,000원 / 50,000원 / 200,000원 / 150,000원 / 250,000원
강사수: 2"
새문정영어전문학원,"울산광역시 남구 문수로 321 , 신화빌딩 (4층) (옥동)",052-257-3646,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 중등영어 / 고등영어
총정원: 78
학습일수: 1개월0일
학습시간: 1303
교습비: 250,000원 / 280,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 280,000원
강사수: 5"
